,date,comment,rate,resturant name,preprocessed comment
1820,2021-12-24,غذا سرد بود,۳,فست فود لونالانژ,غذا سرد
1821,2022-12-27,خوشمزه بود,۵,فست فود لونالانژ,خوشمزه
1822,2023-04-09,واقعا خوش مزه بود حرف نداشت,۵,فست فود لونالانژ,واقعا خوشمزه حرف داشت#دار
1823,2023-06-18,اولین تجربه خریدم از لونالانژ بود.و کیفیت غذا بسیارعالی و خوشمزه,۵,فست فود لونالانژ,تجربه خرید#خر لونالانژ کیفیت غذا بسیارعالی خوشمزه
1824,2023-06-07,تحویل سریع و به موقع که پیتزا داغ و تازه بود ، مرسی,۵,فست فود لونالانژ,تحویل سریع موقع پیتزا داغ تازه مرسی
1825,2022-03-17,عالییی واقعا کیفیتشون,۵,فست فود لونالانژ,عالی واقعا کیفیتشون
1826,2023-06-25,من امشب برای اولین بار،با استفاده از تخفیف اسنپ  یک رست بیف و یک سیب زمینی گرفتم…به نظرم با توجه به قیمتش خوب بود،زودتر از زمان اعلامی اومد،غذا داغ بود،بسته بندی تمیز و مرتب بود… راضی بودم و پیشنهاد میکنم,۵,فست فود لونالانژ,امشب استفاده تخفیف اسنپ رست#روی بیف سیبزمینی گرفتمبه نظر توجه قیمت خوب زود زمان اعلام اومد غذا داغ بسته تمیز مرتب راضی بود#باش پیشنهاد میکنم
1827,2023-06-12,به نظرم شما بهترین و عالی ترین کیفیت تو سمنان هستید,۵,فست فود لونالانژ,نظر عالیترین کیفیت سمنان #هست
1828,2022-12-09,بهترین گزینه برای شروع یک روز خوب,۵,فست فود لونالانژ,گزینه روز خوب
1829,2022-04-08,بسیار عالی و خوشمزه,۵,فست فود لونالانژ,عالی خوشمزه
1830,2023-06-06,مثل همیشه عالی,۵,فست فود لونالانژ,عالی
1831,2023-06-03,خوشمزه بود و به نسبت قیمت کیفیت خوبی داشت,۵,فست فود لونالانژ,خوشمزه نسبت قیمت کیفیت
1832,2023-06-08,خیلی ممنون،کیفیت همبرگر هاتون فوق العاده است.,۵,فست فود لونالانژ,ممنون کیفیت همبرگر هاتون فوقالعاده
1833,2022-12-18,"مثل همیشه عالی و با کیفیت . بسیار خوشمزه و همه چیز تمام  . تحویل به موقع . 
با تشکر از مجموعه ی لونالانژ",۵,فست فود لونالانژ,عالی کیفیت خوشمزه تحویل موقع تشکر مجموعه لونالانژ
1834,2022-06-11,کیفیت پیتزا خوب بود اما بسته بندی سیب زمینی خوب نبود و گذاشته بودن کنار نوشابه که خب با اوجه به اینکه نوشابه سرد بود سیب زمینی هم سرد شده بود و خب نوشابه هم به طبع از سرماش کاسته شده بود و خیلی سرد نبود برخورد پیک خوب بود اندازه پیتزا با توجه به قیمت و دونفره بودن در مقایسه با سایر فست فودهای شهر بنظرم یکمقدار کوچک بود,۴,فست فود لونالانژ,کیفیت پیتزا خوب بسته سیبزمینی خوب گذاشته نوشابه خب اوجه نوشابه سرد سیبزمینی سرد شدهبود خب نوشابه طبع سرما کاستهشدهبود سرد برخورد پیک خوب اندازه پیتزا توجه قیمت دونفره مقایسه فست فودهای شهر بنظرم یکمقدار
1835,2022-12-12,عالی بود,۵,فست فود لونالانژ,عالی
1836,2023-06-06,در همه نظر خوب بود,۴,فست فود لونالانژ,خوب
1837,2023-07-19,عالی بود سفارشم زودتر هم رسید موفق باشید,۵,فست فود لونالانژ,عالی سفارشم زود موفق بود#باش
1838,2022-01-29,غذا خیلی خوب بود,۵,فست فود لونالانژ,غذا خوب
1839,2022-04-28,عالی مثل همیشه,۵,فست فود لونالانژ,عالی
1840,2022-12-15,"بسیار پر حجم و عالی بود به جز سس های رایگانی که گفته بودم یک سس کچاپ دیگه هم باز خودشون گزاشته بودن 
پیک هم بسیار خوش برخورد بود درکل خیلی راضی بودم از همه چیش پیتزا سوخاریش رو هم که ما سه نفره نتونستیم تمومش کنیم!",۵,فست فود لونالانژ,حجم عالی سس رایگان گفتهبودم سس کچاپ دیگه خودشون گزاشته پیک خوشبرخورد درکل راضی بود#باش چیش پیتزا سوخاریش نفره نتونستیم تمومش
1841,2022-02-16,خوب بود,۵,فست فود لونالانژ,خوب
1842,2022-09-09,"عالی ترین بود :) 
کم کم داره فیوریتم میشه لونالانژ ^^",۵,فست فود لونالانژ,عالیترین کمک داره فیوریتم میشه لونالانژ
1843,2022-07-28,همه چی خوب و معقول بود,۴,فست فود لونالانژ,چی خوب معقول
1844,2023-05-27,به موقع رسید. حجم غذا خوب بود. کیفیت غذا خوب. در کل راضی بودم ممنون,۴,فست فود لونالانژ,موقع حجم غذا خوب کیفیت غذا خوب راضی بود#باش ممنون
1845,2023-06-04,طعم خوشمزه و بسیار عالی از نظر بسته بندی,۵,فست فود لونالانژ,طعم خوشمزه عالی بسته
1846,2023-06-04,واقعا عالیی بودممنون ازتون,۵,فست فود لونالانژ,واقعا عالیی بودممنون ازتون
1847,2023-05-19,دمتون گرم سوخاری با این کیفیت نخورده بودم تا حالا,۵,فست فود لونالانژ,دمتون گرم سوخاری کیفیت نخوردهبودم
1848,2023-05-01,کیفیت غذا عالی و توسط پیک محترم به موقع و سریع به دستم رسید.,۵,فست فود لونالانژ,کیفیت غذا عالی توسط پیک محترم موقع سریع دستم
1849,2022-12-08,غذا عالی ، با کیفیت و بسیار خوش طعم ،ممنون از تحویل به موقع از مدیریت محترم,۵,فست فود لونالانژ,غذا عالی کیفیت خوشطعم ممنون تحویل موقع مدیریت محترم
1850,2022-12-08,خوب بود توصیه می کنم شما هم تست کنید,۵,فست فود لونالانژ,خوب توصیه میکنم تست
1851,2023-04-30,تحویل سریع و غذای باکیفیت,۵,فست فود لونالانژ,تحویل سریع غذا باکیفیت
1852,2023-07-22,مزه و کیفیت عالی ولی داخل بسته نان بروتچن نداشت و گفتن تموم شده,۳,فست فود لونالانژ,مزه کیفیت عالی داخل بسته نان بروتچن داشت#دار گفتن تموم
1853,2023-06-03,خیلی باکیفیت بود ممنون,۵,فست فود لونالانژ,باکیفیت ممنون
1854,2022-02-07,من برای اولین بار سفارش دادم هم سریع تحویل دادن هم خیلی خوشمزه بود.بهترین برگر تو سمنان رو اینجا خوردم ,۵,فست فود لونالانژ,سفارش داد#ده سریع تحویل خوشمزه برگر سمنان خورد#خور
1855,2023-06-09,کیفیت عالی و خیلی خوبه که مجموعه لونالانژ تونسته یکی از گزینه های برتر سفارش غذای فست فودی در سطح شهر بشه,۵,فست فود لونالانژ,کیفیت عالی خوبه مجموعه لونالانژ تونسته گزینه برتر سفارش غذا فست فودی سطح شهر بشه
1856,2023-06-11,حقیقتا پرسنل و خود مالک دوست‌داشتنی و درجه یک هستند و قیمت و کیفیت غذاهاشون هم فوووووق‌العاده‌ست,۵,فست فود لونالانژ,حقیقتا پرسنل مالک دوستداشتنی درجه قیمت کیفیت غذاهاشون فوقالعادهست
1857,2022-04-20,عالیه,۵,فست فود لونالانژ,عالیه
1858,2021-11-29,"با سلام
 کیفیت غذا بسیار بالا
 مواد درجه یک
ارسال سریع 
پایدار باشید",۵,فست فود لونالانژ,سلام کیفیت غذا بالا مواد درجه ارسال سریع پایدار بود#باش
1859,2023-06-08,شما واقعا نمونه هستید فوق ستاره هستید,۵,فست فود لونالانژ,واقعا نمونه #هست ستاره #هست
1860,2022-03-20,"کیفیت غذاها،بسته بندیشون و تحویل اونا عالی بود.به موقع و گرم.
ممنون از زحماتتون.",۵,فست فود لونالانژ,کیفیت غذا بسته بندیشون تحویل اونا عالی موقع گرم ممنون زحماتتون
1861,2021-11-01,"سیب زمینی عالی بود پیتزا هم خیلی خوشمزه بود هم گرم و تازه هم به موقع رسید
ولی قارچ یه کم طعم خام داشت
ممنون",۴,فست فود لونالانژ,سیبزمینی عالی پیتزا خوشمزه گرم تازه موقع قارچ یه کم طعم خام ممنون
1862,2021-12-19,"در کل خوب بود
منتها زیتون های روی پیتزا سوخته بودن و تلخ شده بودن و مجبور شدم همشونو دور بریزم در حالی که دفعه قبل که سفارش داده بودم همچین مشکلیو نداشت بخاطر همین ستاره کم نمی کنم",۵,فست فود لونالانژ,خوب منتها زیتون پیتزا سوخته تلخ مجبور شد#شو همشونو ریخت#ریز دفعه سفارش دادهبودم همچین مشکلیو داشت#دار بخاطر ستاره کم نمیکنم
1863,2023-06-29,عالی بود,۵,فست فود لونالانژ,عالی
1864,2023-06-04,خیلی خیلی عالی,۵,فست فود لونالانژ,عالی
