,date,comment,rate,resturant name,preprocessed comment
5313,2022-11-24,هم حجم خورشت کم بود انگار نصفه بود و هم گوشتش نسبت به سفارش های قبلی کم تر بود,not rated,رستوران سرآشپز,حجم خورشت کم انگار نصفه گوشت نسبت سفارش قبل کمتر
5314,2020-12-04,عالی بود متشکرم,۵,رستوران سرآشپز,عالی متشکر
5315,2022-09-03,کمی بیش از حد چرب بود,۳,رستوران سرآشپز,چرب
5316,2021-03-31,افتضاح و بی کیفیت ...,not rated,رستوران سرآشپز,افتضاح بیکیفیت
5317,2021-03-16,در هربار سفارش غذا از داخل ظرف بیرون ریخته بود,not rated,رستوران سرآشپز,هربار سفارش غذا داخل ظرف ریختهبود
5318,2021-12-03,قیمه اش شور بود,۳,رستوران سرآشپز,قیم شور
5319,2020-12-07,عالی بود و در سریعترین زمان با کیفیت ارسال شد,۵,رستوران سرآشپز,عالی سریع زمان کیفیت ارسال
5320,2021-04-06,مزه و طعم مرغ عالی و برنج با کیفیت بود ممنونم,۵,رستوران سرآشپز,مزه طعم مرغ عالی برنج کیفیت ممنون
5321,2020-09-17,عالی بود من مشتری ثابتشونم همیشه خورشته قورمه وقیمه ازشون میگیرم راضی ام ,۵,رستوران سرآشپز,عالی مشتری ثابتشونم خورشته قورمه وقیمه ازشون میگیرم راضیام
5322,2020-06-01,بسیار عالی,۵,رستوران سرآشپز,عالی
5323,2020-05-25,عالی,۵,رستوران سرآشپز,عالی
5324,2020-07-19,عالی و ب موقع رسید ,۵,رستوران سرآشپز,عالی ب موقع
5325,2020-07-12,"من خوراک کوبیده + یک سیخ کوبیده اضافی سفارش دادم.
چلو کوبیده تک سیخ + یک سیخ کوبیده اضافی فرستادن",۳,رستوران سرآشپز,خوراک کوبیده سیخ کوبیده اضافی سفارش داد#ده چلو کوبیده تک سیخ سیخ کوبیده اضافی فرستادن
5326,2020-05-10,خیلی عالی,۵,رستوران سرآشپز,عالی
5327,2020-08-29,خوب بود غذا ها و به اندازه . پیک هم غذا سروقت آورد,۵,رستوران سرآشپز,خوب غذا اندازه پیک غذا سروقت
5328,2022-01-01,خوب بود مثل همیشه,۴,رستوران سرآشپز,خوب
5329,2021-09-22,به جای قیمه که قرمه سبزی فرستادن و غذا به حدی شور بود که قابل توصیف نیست,not rated,رستوران سرآشپز,قیمه قرمه سبزی فرستادن غذا حد شور توصیف
5330,2021-03-03,"فاقد زیتون پرورده، در صورتی که سفارش داده شده بود
در ماست موسیر باز بود",not rated,رستوران سرآشپز,فاقد زیتونپرورده صورت سفارش دادهشده ماست موسیر
5331,2021-02-10,ماست فراموش شده بود,۳,رستوران سرآشپز,ماست فراموششده
5332,2021-12-18,خوشمزه بود,۴,رستوران سرآشپز,خوشمزه
5333,2023-06-13,خیلی دیربدستم رسید,۲,رستوران سرآشپز,دیربدستم
5334,2021-02-16,غذاهاتون نسبت به گذشته خیلی بهتر شده .درکل همه چی عالی بود مرسی,۵,رستوران سرآشپز,غذاهاتون نسبت گذشته درکل چی عالی مرسی
5335,2020-11-16,از پیک خیلی راضی بودم مودب و مجرب,۳,رستوران سرآشپز,پیک راضی بود#باش مودب مجرب
5336,2022-02-20,با عرض سلام خدمت همه دوستان اینجانب از چلو گوشت رستوران راضی بودم و واقعا عالی بود هم طمع و هم مزه به تمامی دوستان اعلام میکنم حتما حتما چلوگوشت بخورند امتحان کنندخیلی خوش مزه بود واقعا دستتتون طلا به گروه آشپ خانه سراشپز سمنان // تشکر به همه دوستان و مسولین اسنپ ,۵,رستوران سرآشپز,عرض سلام خدمت دوستان اینجانب چلو گوشت رستوران راضی بود#باش واقعا عالی طمع مزه دوستان اعلام میکنم حتما حتما چلوگوشت خورد#خور امتحان کنندخیلی خوشمزه واقعا دستتون طلا گروه آشپ خانه سراشپز سمنان تشکر دوستان مسولین اسنپ
5337,2023-08-16,قبلا هم نظر دادم از هر کجا تو سمنان فلافل خریدم همه عین هم انگار مواد یا قرصش رو از یه جا تهیه میکنن و قرص های کوچک مینی فلافل باید با نون خودتو سیر کنی کاش خلاقیت بخرج بدن دستساز درست کنن,۴,فست فود # رضا پز,قبلا همنظر داد#ده کجا سمنان فلافل خرید#خر انگار مواد قرص یه میکنن قرص مینی فلافل نون خودتو سیر کرد#کن کاش خلاقیت بخرج بدن دستساز درست کنن
5338,2023-09-22,به جرأت میشه گفت بهترین ساندویچای سمنان رو درست میکنن دمتون گرم,۵,فست فود # رضا پز,جرأت میشه ساندویچای سمنان درست میکنن دمتون گرم
5339,2023-09-28,دمت گرم آقا رضا,۵,فست فود # رضا پز,دم گرم آقا رضا
5340,2023-09-28,"همبرگرش خوب بود 
ولی بندری اصلا تند نبود",۵,فست فود # رضا پز,همبرگر خوب بندر اصلا تند
5341,2023-08-26,"یکی از نون باگتای ساندویچ سوخته بود
فلافلا خیلی سفت بود
نوشیدنی هم ما دلستر انتخاب کرده بودیم ولی یه چیز بی نام و نشون و بی کیفیت به ما دادن",not rated,فست فود # رضا پز,نون باگتای ساندویچ سوختهبود فلافلا سفت نوشیدنی دلستر انتخاب کردهبودیم یه بینا نشون بیکیفیت
5342,2023-09-24,عالی عالی عالی,۵,فست فود # رضا پز,عالی عالی عالی
5343,2023-10-06,به نسبت قیمت خیلی عالی بود کوکتل هم خیلی عالی بود ممنونم,۴,فست فود # رضا پز,نسبت قیمت عالی کوکتل عالی ممنون
5344,2023-08-31,بسیار باکیفیت وعالی مثل همیشه,۵,فست فود # رضا پز,باکیفیت وعالی
5345,2023-09-09,مثل همیشه بسیارباکیفیت وعالی وخوشمزه,۵,فست فود # رضا پز,بسیارباکیفیت وعالی وخوشمزه
5346,2023-09-02,همبرگر خوب نبود بقیه سفارش خوب بود,۳,فست فود # رضا پز,همبرگر خوب بقیه سفارش خوب
5347,2023-08-12,عالی ...ممنونم.,۴,فست فود # رضا پز,عالی ممنون
5348,2023-08-07,خوب وعالی مثل همیشه ممنون.,۵,فست فود # رضا پز,خوب وعالی ممنون
5349,2023-09-13,"سلام
ساندویچ های اقتصادیش برای یک مرد بزرگ کافی چه برسه به بقیه.
عالی.
روی هر قلم سفارشش سس داره که اگر حضوری برید با تنوع سس مواجه میشید که خیلی عالی.",۵,فست فود # رضا پز,سلام ساندویچ اقتصاد مرد برسه بقیه عالی قلم سفارش سس داره حضور برد#بر تنوع سس میشید عالی
5350,2022-06-22,"خوشمزه بود. حجمشم خوب بود. قیمت هم مناسب.
دستتون درد نکنه.",۵,فست فود # رضا پز,خوشمزه حجم خوب قیمت دستتون درد نکنه
5351,2022-08-21,مثل همیشه عالی بود خداقوت میگم بهتون...من مشتری ثابت سیب زمینی ویژه شدم دیگه,۵,فست فود # رضا پز,عالی خداقوت میگ بهتون مشتری ثابت سیبزمینی شد#شو دیگه
5352,2023-05-12,عااالی و در کمترین زمان و داغ,۵,فست فود # رضا پز,عالی کمترین زمان داغ
5353,2023-07-07,"برای بار دوم سفارش دادم رازی بودم 
گرم رسید کیفیت خوب بود برگر دست ساز بود ازین شرکتیا نبود",۴,فست فود # رضا پز,سفارش داد#ده راز بود#باش گرم کیفیت خوب برگر دستساز ازین شرکتیا
5354,2023-06-09,بسیار عالی و فوق‌العاده,۵,فست فود # رضا پز,عالی فوقالعاده
5355,2022-04-24,فقط مشکل تاخیر بود ولی غذا خوب بود,۴,فست فود # رضا پز,مشکل تاخیر غذا خوب
5356,2023-05-12,"خیییییلییییییی خوشمزه بوووودددددددد 
مشتری ثابت شدم",۵,فست فود # رضا پز,خوشمزه بوودد مشتری ثابت شد#شو
5357,2023-05-16,حجم و کیفیت نسبت به قیمت واقعا عالی بود طعم بی نظیری داشت ممنون ازشما حلالتون باشه.,۵,فست فود # رضا پز,حجم کیفیت نسبت قیمت واقعا عالی طعم نظیر ممنون ازشما حلالتون باشه
5358,2023-04-27,حجم عالی داشت و خوش مزه بود حتی با اینکه چند ساعت بعد خوردم و گذاشتم یخچال خوشمزه بود,۴,فست فود # رضا پز,حجم عالی خوشمزه ساعت خورد#خور گذاشت#گذار یخچال خوشمزه
5359,2023-07-02,خوب بود,۳,فست فود # رضا پز,خوب
5360,2023-05-11,عالی,۵,فست فود # رضا پز,عالی
5361,2023-05-25,"بسیار عالی وباکیفیت
استفاده از مواد درجه ۱
پخت مناسب مواد",۵,فست فود # رضا پز,عالی وباکیفیت استفاده مواد درجه پخت#پز مواد
5362,2023-06-17,مث همیشه عالی,۵,فست فود # رضا پز,مث عالی
5363,2023-06-09,همه چی عالی بود خیلی خوب بود,۵,فست فود # رضا پز,چی عالی خوب
5364,2023-07-13,عالی طعمی بینظیر,۵,فست فود # رضا پز,عالی طعم بینظیر
5365,2023-05-29,واقعا عالی بود ممنون  سر تایم غذامو تحویل گرفتم از کیفیت و سرعت کار شما راضی بودم همچنین برخورد کارکنان تشکر.,۵,فست فود # رضا پز,واقعا عالی ممنون سر تا غذامو تحویل گرفت#گیر کیفیت سرعت کار راضی بود#باش برخورد کارکن تشکر
5366,2022-08-27,سلام ممنونم خوشمزه بود,۵,فست فود # رضا پز,سلام ممنون خوشمزه
5367,2022-04-01,عالی بود ، فقط هزینه ارسال زیاده اگه درست کنند عالی تر میشه,۴,فست فود # رضا پز,عالی هزینه ارسال زیاده اگه درست عالیتر میشه
5368,2023-07-01,ممنون رضا جان مثل همیشه عالی,۵,فست فود # رضا پز,ممنون رضا جان عالی
5369,2022-04-17,بندری ویژه . عالی بود ممنون,۵,فست فود # رضا پز,بندر عالی ممنون
5370,2022-06-19,کیفیت عالی بی نظیر,۵,فست فود # رضا پز,کیفیت عالی بینظیر
5371,2023-05-19,بسیار عالی بود، کاش زودتر بااین مجموعه آشنا میشدم.دستتون درد نکنه.,۵,فست فود # رضا پز,عالی کاش زود بااین مجموعه آشنا میشدم دستتون درد نکنه
5372,2023-05-17,سلام واقعا عالی بود دستتون درد نکنه حرف ندارید,۵,فست فود # رضا پز,سلام واقعا عالی دستتون درد نکنه حرف داشت#دار
5373,2023-05-30,واقعا عالی بود حرف ندارید,۵,فست فود # رضا پز,واقعا عالی حرف داشت#دار
5374,2023-07-06,غذا گرم دستم رسید من از تهران میام کیفیتش خوبه,۴,فست فود # رضا پز,غذا گرم دستم تهران میام کیفیت خوبه
5375,2023-07-01,مثل همیشه عالی حرف ندارین موفق باشید,۵,فست فود # رضا پز,عالی حرف ندارین موفق بود#باش
5376,2022-07-13,داخل توضیحات نوشته بودم ژامبون گوشت باشه، ولی ژامبون مرغ گذاشته بودن، در کل کیفیت ساندویچ و سیب‌زمینی قابل قبول بود,۴,فست فود # رضا پز,داخل توضیحات نوشتهبودم ژامبون گوشت باشه ژامبون مرغ گذاشته کیفیت ساندویچ سیبزمینی قابلقبول
5377,2023-06-19,ممنون خوب بود,۵,فست فود # رضا پز,ممنون خوب
5378,2023-06-19,خوب بود,۵,فست فود # رضا پز,خوب
5379,2023-07-05,حاجی دمتون گرم عالی فقط حاجی دمتون گرم عالی بود واقعا واسه دو نفر جوابه فقط اینکه کاش پیتزا هم به منو اضافه کنید,۵,فست فود # رضا پز,حاجی دمتون گرم عالی حاجی دمتون گرم عالی واقعا واسه نفر جوابه کاش پیتزا منو اضافه
5380,2022-09-06,واقعا بد بود,not rated,فست فود # رضا پز,واقعا بد
5381,2023-06-27,عالی مثل همیشه,۵,فست فود # رضا پز,عالی
5382,2022-11-24,ممنون خیلی سریع وداغ بدستم رسید طعم و حجم هم خوب بود قارچ برگر وهمبرگر مخصوص سفارش دادم وراضی بودم تشکر.,۵,فست فود # رضا پز,ممنون سریع وداغ بدستید#بدست طعم حجم خوب قارچ برگر وهمبرگر مخصوص سفارش داد#ده وراضی بود#باش تشکر
5383,2023-06-08,عالی بود مرسی,۵,فست فود # رضا پز,عالی مرسی
5384,2022-04-24,عالی بود ، برای اینکه فاصله زیاد بود توی فویل پیچیده بودن که غذا سرد نشه ، ممنون از خدمات عالیتون,۵,فست فود # رضا پز,عالی فاصله زیاد تو فویل پیچیده غذا سرد نشه ممنون خدمات عالیتون
5385,2022-04-20,مثل همشه عالی عالی,۵,فست فود # رضا پز,همشه عالی عالی
5386,2022-11-12,کیفیت عالی اما حدود یک ساعت انتظار برای یک ساندویچ خیلی غیرمعقوله,۴,فست فود # رضا پز,کیفیت عالی ساعت انتظار ساندویچ غیرمعقوله
5387,2023-06-11,عالی و خوشمزه پیشنهاد میکنم حتما امتحان کنید,۵,فست فود # رضا پز,عالی خوشمزه پیشنهاد میکنم حتما امتحان
5388,2023-05-25,مثل همیشه عالی و زودتر از موعد مقرر با سپاس,۵,فست فود # رضا پز,عالی زود موعد مقرر سپاس
5389,2023-05-18,بینظیر ومحشر,۵,فست فود # رضا پز,بینظیر ومحشر
5390,2023-05-22,مثل همیشه عالی و ب موقع,۵,فست فود # رضا پز,عالی ب موقع
5391,2023-05-19,کیفیت خوب بود ، واقعا این ساندویچ برای ۲نفر عالیه، زودتر از زمان اعلام شده بهم رسوندن، گرم و خوب بود,۵,فست فود # رضا پز,کیفیت خوب واقعا ساندویچ نفر عالیه زود زمان اعلامشده به رسوندن گرم خوب
5392,2023-07-31,مثل همیشه .باکیفیت گرم وارسال به موقع متشکرم ازتون.,۵,فست فود # رضا پز,باکیفیت گرم وارسال موقع متشکر ازتون
5393,2023-05-17,کیفیت عالی بود همچنین برخورد کارکنان مجموعه بسیار خوب بود تو ده دقیقه سفارشمو تحویل گرفتم واقعا ممنون.,۵,فست فود # رضا پز,کیفیت عالی برخورد کارکن مجموعه خوب ده دقیقه سفارشمو تحویل گرفت#گیر واقعا ممنون
5394,2023-05-29,کارتون حرفه ای و بی نقص بود مثل همیشه عالی.ممنون از مجموعه #رضاپز.,۵,فست فود # رضا پز,کارتون حرف بینقص عالی ممنون مجموعه رضاپز
5395,2023-06-14,مثل همیشه عالی و بی نظیر سپاس فراوان.,۵,فست فود # رضا پز,عالی بینظیر سپاس فراوان
5396,2023-05-20,عالی بودخیلی خوشمزه و به اندازه,۵,فست فود # رضا پز,عالی بودخیلی خوشمزه اندازه
5397,2023-06-28,از همه نظر عااااالی,۵,فست فود # رضا پز,عالی
5398,2022-06-29,عالی بود فک نمیکردم سیب زمینی ویژه اینقدر خوب باشه.,۵,فست فود # رضا پز,عالی فک نمیکردم سیبزمینی اینقدر خوب باشه
5399,2023-06-08,کیفیت غذا خوبه همیشه و گرم میرسه و اینکه نکته مثبتش تو ساندویچای حجیم اینه که ساندویچ خیس نیست و مزه ها تفکیک شدس ممنون از کیفیت و کمیت مجموعه رضا پز...,۵,فست فود # رضا پز,کیفیت غذا خوبه گرم میرسه نکته مثبت ساندویچای حجیم اینه ساندویچ خیس مزه تفکیک شدس ممنون کیفیت کمیت مجموعه رضا پز
5400,2023-06-08,ممنون من بار اول بود که سفارش دادم و عالی از همه نظر,۵,فست فود # رضا پز,ممنون سفارش داد#ده عالی
5401,2023-07-26,غذا گرم و بسته بندی بی نقص,۵,فست فود # رضا پز,غذا گرم بسته بینقص
5402,2023-07-15,کوکتل میتونست بهتر باشه ولی در کل عالی بود.,۴,فست فود # رضا پز,کوکتل میتونست باشه عالی
5403,2023-06-21,درود من اولین بار بود به این فست فود سفارش غذا دادم و واقعا راضی بودم و عالی بود طعم و تازگی ساندویچ. کیفیت بالا بود حجم زیاد راحت ۲نفره بود بنظر من,۵,فست فود # رضا پز,درود فست فود سفارش غذا داد#ده واقعا راضی بود#باش عالی طعم تازگی ساندویچ کیفیت بالا حجم زیاد راحت نفره بنظر
5404,2023-05-28,فوق العاده عالی وباکیفیت مثل همیشه,۵,فست فود # رضا پز,فوقالعاده عالی وباکیفیت
5405,2023-08-01,خوب,۵,فست فود # رضا پز,خوب
5406,2022-03-22,سرد بود خیلی تأخیر داشت رفتار پیک هم اصلا درست نبود,۴,فست فود # رضا پز,سرد تأخیر رفتار پیک اصلا درست
5407,2023-06-29,هم حضوری میرم هم سفارش میدم نکته مهم حفظ کیفیت تو هر سفارشه و اینکه فعلا تو ساندویچ اگه نگم ۱ ولی جز بهتریناس الله برکت,۵,فست فود # رضا پز,حضور مرد#میر سفارش میدم نکته حفظ کیفیت سفارشه فعلا ساندویچ اگه نگم بهتریناس الله برکت
5408,2023-05-12,"بسیار عالی و با کیفیت
حجم غذا هم خوب بود",۵,فست فود # رضا پز,عالی کیفیت حجم غذا خوب
5409,2023-10-26,کباب ترکی بسیار باکیفیت وخوشمزه بود . کوکتل ویژه هم همینطور.از ارسال به موقع وادب پیک هم متشکرم. .کسب وکارتون بابرکت باشه .,۵,فست فود # رضا پز,کباب ترکی باکیفیت وخوشمزه کوکتل همینطور ارسال موقع وادب پیک متشکر کسب وکارتون بابرکت باشه
5410,2023-08-02,"هروقت ساندویچ بخوام ازیتجا سفارش میدم
خوشمزه و پر ملات و قیمت مناسب",۴,فست فود لبنانی,هروقت ساندویچ بخوام ازیتجا سفارش میدم خوشمزه مل قیمت
5411,2023-10-12,خوب بود,۴,فست فود لبنانی,خوب
5412,2023-10-05,داخل پیتزاشون بایدزیرش هم پنیربریزن ولی نریخته بودن پیتزاروکه میگرفتی دستت پرپرمیشدمیریخت همش کیفیتش پایینه ساندویچش هم کیفیت نداشت عجله ای همینجوری میزنن دقت نمیکنن,۲,فست فود لبنانی,داخل پیتزاشون بایدزیرش پنیربریزن نریخته پیتزاروکه میگرفتی دست پرپرمیشدمیریخت هم کیفیت پایینه ساندویچ کیفیت داشت#دار عجلهای همینجوری میزنن دقت نمیکنن
5413,2023-09-12,اولا فرایند ارسال به شدت طولانی بود، ثانیا متاسفانه فلافل ها خیلی ضعیف بود، هم از لحاظ کیفیت فلافل ها، هم سالاد داخلش واقعا کم بود، اما مابقی سفارشمون نسبتا خوب بود,۲,فست فود لبنانی,اولا فرایند ارسال شدت طولانی ثانیا فلافلها ضعیف کیفیت فلافلها سالاد داخل واقعا کم مابقی سفارشمون نسبتا خوب
5414,2023-08-28,اولین جا بود که فلافل دست ساز تست کردم خوشمزه بود ولی طعم سیب زمینی غالب بود بهتر بود از نخود بیشتری استفاده میکردن کوکو که سفارش ندادیم فلافل میخواستیم,۴,فست فود لبنانی,فلافل دستساز تست خوشمزه طعم سیبزمینی غالب نخود استفاده میکردن کوکو سفارش داد#ده فلافل میخواستیم
5415,2023-10-01,نسبت به قیمت کیفیت خوب بود و میتونست بهتر هم‌باشه برای همین ۱۰ دقیقه سکوت میکنم .......,۴,فست فود لبنانی,نسبت قیمت کیفیت خوب میتونست همباشه دقیقه سکوت میکنم
5416,2023-09-19,"سیب زمینی مونده بود مزه روغن میداد کلا 
نون ساندویچاهم مونده بود اصلا هم گرم نبود غذا یخ بود انگار ساندویچ دیروز بود گرم کردن تحویل دادن خیلیم طولش میدن هردفه",۲,فست فود لبنانی,سیبزمینی موندهبود مزه روغن میداد کلا نون ساندویچاهم موندهبود اصلا گرم غذا یخ انگار ساندویچ دیروز گرم تحویل خیل طول میدن هردفه
5417,2023-08-28,سلام من پیتزا مخلوط خانواده سفارش داده بودم نه تک نفره,۴,فست فود لبنانی,سلام پیتزا مخلوط خانواده سفارش دادهبودم تک نفره
5418,2023-09-18,واقعا عالی بود خیلی خوشمزه نسبت به قیمتش عالیع,۵,فست فود لبنانی,واقعا عالی خوشمزه نسبت قیمت عالیع
5419,2023-08-15,بهترین نسبت به قیمت,۵,فست فود لبنانی,نسبت قیمت
5420,2023-09-13,بسیار عالییییییی,۵,فست فود لبنانی,عالی
5421,2023-09-16,مثل همیشه عالییییی,۵,فست فود لبنانی,عالی
5422,2023-08-22,تحویل خوب و بموقع بود,۵,فست فود لبنانی,تحویل خوب بموقع
5423,2023-08-13,چسبید,۵,فست فود لبنانی,چسبید#چسب
5424,2023-08-20,عالی بود,۵,فست فود لبنانی,عالی
5425,2023-08-04,غذا خوبه و موردی نداره ولی امان از تحویل غذا یعنی از زمان مد نظر بیست دقیقه دیرتر,۴,فست فود لبنانی,غذا خوبه مورد نداره امان تحویل غذا زمان مد بیست دقیقه دیر
5426,2023-06-19,خمیر فوق العاده سفت و بی کیفیت،دپلایه ی پیتزا ازهم جدامیشه و اینکه من لز ساعت هشت صبح سفارش ثبت کردم واسه ساعت یک،بازم با تاخیر تحویل گرفتم,۲,فست فود لبنانی,خمیر فوقالعاده سفت بیکیفیت دپلایهی پیتزا ازهم جدامیشه لز ساعت هشت صبح سفارش ثبت واسه ساعت باخت#باز تاخیر تحویل گرفت#گیر
5427,2021-11-19,با اختلاف بدترین پیتزایی که تو عمرم خوردم. کاملا خیس و شل و ول بود. دور نون پیتزا هم کاملا سوخته بود.,not rated,فست فود لبنانی,اختلاف بد پیتزا عمر خورد#خور خیس شل ول نون پیتزا سوختهبود
5428,2021-07-01,خیلی خوب عالی پخته شده بود و خوش طعم خیلی ممنونم ازتون,۵,فست فود لبنانی,خوب عالی پختهشده خوشطعم ممنون ازتون
5429,2020-10-22,سلام کیفیت غذا خوب بود ولی نکته جالب این بود که غذارو پیک پیاده تحویل داد . درسته تقریبا نزدیکیم ولی پول پیک پرداخت کردیم که زود برسه .تقریبا ۴۵ تا ۵۰ دقیقه هم طول کشید ,۳,فست فود لبنانی,سلام کیفیت غذا خوب نکته جالب غذارو پیک پیاده تحویل درسته تقریبا نزدیک پول پیک پرداخت کرد#کن زود برسه تقریبا دقیقه کشید#کش
5430,2021-03-07,عالیه هم سیب زمینی هم پیتزا ( ولی یکم پیتزا سوخته بودش دورِش),۴,فست فود لبنانی,عالیه سیبزمینی پیتزا یکم پیتزا سوخته بودش دور
5431,2022-09-21,زمان آماده سازی طولانی بوده و تحویل با تاخیر انجام میشود,۴,فست فود لبنانی,زمان آماده طولانی تحویل تاخیر انجام میشود
5432,2021-06-30,بسیار عالی..ممنون از جناب غلامی عزیز,۵,فست فود لبنانی,عالی ممنون جناب غلام عزیز
5433,2023-06-29,کیفیت فوق العاده بالا و بی نظیر,۵,فست فود لبنانی,کیفیت فوقالعاده بالا بینظیر
5434,2023-04-21,سس فرانسوی رو نفرستادن ، به جای دلستر لیمو هلو فرستادن,۳,فست فود لبنانی,سس فرانسوی نفرستادن دلستر لیمو هلو فرستادن
5435,2020-10-10,بسیار طعم عالی و لذیذی داشتند و سفارش به موقع تحویل شد. توصیه میکنم حتما از فست فود لبنانی یه بار غذا سفارش بدن.,۵,فست فود لبنانی,طعم عالی لذیذ سفارش موقع تحویل توصیه میکنم حتما فست فود لبنان یه غذا سفارش بدن
5436,2020-10-14,"فلافلش بد نبود 
گفتم ۷قرص ولی۶قرص فرستادن 
سفارش هم درب واحد تحویل ندادن",not rated,فست فود لبنانی,فلافلش بد گفت#گو قرص قرص فرستادن سفارش درب واحد تحویل ندادن
5437,2023-07-02,واقعا برس ژامبون هاش ب اندازه گردنم بود فست فود لبنانی خیلی خوبه فقط گاهی دیر میرسه ک خب قابل ارتقا هستش اما غذاها واقعا حرف ندارن و همیشه ب دستم گرم رسیده,۵,فست فود لبنانی,واقعا برس ژامبون هاش ب اندازه گردن فست فود لبنان خوبه گاه دیر میرسه ک خب ارتقا هستش غذا واقعا حرف ندارن ب دستم گرم رسیده
5438,2021-03-25,عالی و بموقع. ممنون از شما,۵,فست فود لبنانی,عالی بموقع ممنون
5439,2021-01-16,همبرگر بسیار بی کیفیت با طعم بسیار بد واقعا جای تاسف داره ,not rated,فست فود لبنانی,همبرگر بیکیفیت طعم بد واقعا تاسف داره
5440,2020-12-28,عالی,۵,فست فود لبنانی,عالی
5441,2022-06-30,به نظرم بالای ۲۰۰تومن خرید یه تخفیف بزارید بهتر از اون سیب زمینی با اون حجمشه اگه نباشه بهتره,۴,فست فود لبنانی,نظر بالا تومن خرید یه تخفیف بزارید اون سیبزمینی اون حجمشه اگه نباشه بهتره
5442,2021-04-01,کیفیت عالی,۵,فست فود لبنانی,کیفیت عالی
5443,2021-03-19,خوب بود,۴,فست فود لبنانی,خوب
5444,2022-01-18,"همه چی عالی و به موقع کیفیت عالی 
",۵,فست فود لبنانی,چی عالی موقع کیفیت عالی
5445,2021-08-18,افتضاح ,not rated,فست فود لبنانی,افتضاح
5446,2021-01-12,فلافل بسیار خوشمزه,۵,فست فود لبنانی,فلافل خوشمزه
5447,2020-12-16,"هم خوشمزه بود هم قیمتش مناسب بود هم به موقع ارسال شد.
ممنون و موفق باشید",۵,فست فود لبنانی,خوشمزه قیمت موقع ارسال ممنون موفق بود#باش
5448,2020-09-23,عالی گرم بود ممنون,۵,فست فود لبنانی,عالی گرم ممنون
5449,2021-01-25,کیفیت پنیر پایینی داشت ولی در کل خوب بود,۳,فست فود لبنانی,کیفیت پنیر پایین خوب
5450,2022-05-11,"دوبار از فست فود لبنانی غذا سفارش دادم 
عینِ دوبار غذاها با کیفیت بودن 
حجمشم نسبت به قیمت خوبه 
نسبت به جاهای دیگه 
فقط یکم طول میکشه تا غذا برسه 
این مشکل رفع بشه واقعا عالی میشه",۵,فست فود لبنانی,دوبار فست فود لبنان غذا سفارش داد#ده دوبار غذا کیفیت حجم نسبت قیمت خوبه نسبت جا دیگه یکم میکشه غذا برسه مشکل رفع بشه واقعا عالی میشه
5451,2020-09-20,خیلی خوب بود ولی یه سانداویچ ویه پیتزا کلا یه دونه سس فرستاده بودن  ,not rated,فست فود لبنانی,خوب یه سانداویچ ویه پیتزا کلا یه دونه سس فرستاده
5452,2021-05-11,ساندویچ خیلی چرب بود و حالت موندگی داشت. و اینکه من ساندویچ مرغ سفارش داده بودم ولی مرغ و قارچ اورده بودند,not rated,فست فود لبنانی,ساندویچ چرب حالت موندگی ساندویچ مرغ سفارش دادهبودم مرغ قارچ اورده
5453,2021-01-31,فوق‌العاده خوب و خوشمزه و خوش اخلاقی و پیگیر  با تشکر از شما هرکی امتحان نکنه ضرر کرده ممنونم یک دنیا از غذای خوشمزه و پر‌ملاتتون,۵,فست فود لبنانی,فوقالعاده خوب خوشمزه خوش اخلاق پیگیر تشکر هرکی امتحان نکنه ضرر ممنون دنیا غذا خوشمزه پرملاتتون
5454,2023-05-03,"معمولی 
توقعی بیشتر هم نمیشد داشت.",۳,فست فود لبنانی,معمولی توقع نمیشد
5455,2021-03-20,عالی بود، تشکر,۵,فست فود لبنانی,عالی تشکر
5456,2021-08-28,عالی,۵,فست فود لبنانی,عالی
5457,2021-07-25,مثه همیشه عااالیه.. دست شما درد نکنه,۵,فست فود لبنانی,مثه عالیه دست درد نکنه
5458,2022-11-22,اصلا قارچ و پنیر نداشت!!!!,not rated,فست فود لبنانی,اصلا قارچ پنیر داشت#دار
5459,2022-01-14,مثل همیشه عالی بود فقط این سری یکی از ساندویچ ها سرد بدستم رسید ,۴,فست فود لبنانی,عالی سری ساندویچ سرد بدستید#بدست
5460,2023-04-23,خیلی خوشمزه بود,۵,فست فود لبنانی,خوشمزه
5461,2021-12-15,عالی و بموقع، تشکر از شما,۵,فست فود لبنانی,عالی بموقع تشکر
5462,2022-01-03,سفارش ها بسیار عالی بودند باتشکر,۵,فست فود لبنانی,سفارش عالی باتشکر
5463,2021-06-20,خیلی دیر میارید,۵,فست فود لبنانی,دیر میارید
5464,2021-11-19,طعم عالی فقط تکه های پیتزا کاملا جدا و پخش و پلا شده بود کاملا نامنظم,۴,فست فود لبنانی,طعم عالی تکه پیتزا جدا پلا شدهبود نامنظم
5465,2021-08-01,عالی,۵,فست فود لبنانی,عالی
5466,2021-08-26,واقعا خوش طعم و عالی,۵,فست فود لبنانی,واقعا خوشطعم عالی
5467,2021-03-02,یک ساعت و ربع زمان برای یک پیتزا تک نفره و ساندویچ. مغایرت نوشیدنی دلستر.,not rated,فست فود لبنانی,ساعت ربع زمان پیتزا تک نفره ساندویچ مغایرت نوشیدنی دلستر
5468,2021-06-12,"عالی 
راضی بودم",۵,فست فود لبنانی,عالی راضی بود#باش
